LON,LAT,EDO,CLAVE,ESTACION,nov-22
-111.733333,30.716667,SON,ALTSO,"Observatorio de Altar, Son.",0
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",0
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",0
-110.92,29.076667,SON,ARLSO,"Abelardo RodrÌguez Luj·n, Son.",0
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",0
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",0
-108.860833,27.421667,SON,BICSO,"Bicentenario, Son. SGT*",0
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0
-111.516389,30.873333,SON,CHTSO,"CuauhtÈmoc, Son.",3
-110.736389,29.472222,SON,CJNSO,"El CajÛn, Son.",0
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",0.7
-109.938056,27.5,SON,COBSO,"Observatorio de Ciudad ObregÛn, Son.",0
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",0
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",0
-110.8,27.95,SON,EMPALMEob,"Observatorio de Empalme, Son. SMN*",0.4
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",0
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",0
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",0
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",1
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.378889,30.437778,SON,LCDSO,"L·zaro C·rdenas, Son.",0
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",0
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",0.6
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",0.6
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",12.3
-109.930556,27.372222,SON,OBOSO,"Observatorio Cd. ObregÛn, Son. SMN*",0.01
-109.083333,29.433333,SON,PDNSO,"Paso N·cori, Son.",0
-109.642222,28.976667,SON,PECSO,"Plutarco ElÌas Calles, Son.",0
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo FÈlix ValdÈs, Son.",0
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto PeÒasco, Son.",0
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",0
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",0
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",0
-110.239167,28.713333,SON,SJPSO,"San JosÈ de Pimas, Son.",0
-114.783333,32.483333,SON,SLCSO,"San Luis RÌo Colorado, Son.",0
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",0.01
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",0
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",0
-110.289722,27.643611,SON,VCMSO,"VÌcam, Son.",0.01
-108.927778,28.371389,SON,YCRSO,"YÈcora, Son.",0
-91.535,17.756667,TAB,BALANCANHM,"Balanc·n, Tab. SGT*",194.5
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",224.3
-93.362778,17.865,TAB,CAMOAPA,"Camoapa, Tab. SGT*",175.1
-93.376389,18.001111,TAB,CARTB,"C·rdenas, Tab.",315.6
-92.799,17.612,TAB,DOSPATRIAS,"Dos Patrias, Tab. SGT*",575.2
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",364.3
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",230.5
-93,17.975,TAB,GONTB,"Gonz·lez, Tab.",339.5
-93.066667,17.966667,TAB,GONZALEZ,"Gonz·lez, Tab. SGT*",284.5
-92.92,17.75,TAB,LOSAGAVES,"Los Agaves, Tab. SGT*",386.7
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",396.3
-92.6,17.766667,TAB,MACUSPANAHM,"Macuspana, Tab. SGT*",359.4
-93.316,17.954,TAB,MEZCALAPA,"Mezcalapa, Tab. SGT*",266.3
-92.929444,17.98,TAB,OBSTB,"Observatorio de Villahermosa, Tab.",355
-92.7425,17.404444,TAB,OXOLOTANCFE,"Oxolot·n, Tab. CFE*",232.1
-92.75,17.380556,TAB,OXOTB,"Oxolot·n, Tab.",437.4
-93.33,18.42,TAB,PARAISO,"ParaÌso, Tab. SMN*",548.5
-93.390278,17.769167,TAB,PAREDON,"ParedÛn HC, Tab. SGT*",167.4
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",266.2
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",334.7
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",228.2
-92.977,17.98,TAB,POSTA,"La Posta, Tab. SGT*",297.6
-92.930556,17.546389,TAB,PUYACATENGO,"Puyacatengo, Tab. SGT*",102.5
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",652.7
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",368.6
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",159.2
-92.7775,17.461111,TAB,TAPIJULAPA,"Tapijulapa, Tab. SGT*",301
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",217.2
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",632
-93.02,18.25,TAB,TECOLUTA,"Tecoluta, Tab. SGT*",485.9
-92.333889,17.840556,TAB,TEPETITAN,"Tepetit·n, Tab. SGT*",265.3
-98.370556,24.046667,TAMPS,ABASOLO,"Abasolo, Tamps. SGT*",71.4
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",70.6
-99.148889,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",19.9
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",47.83
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal Uno, Tamps.",46.52
-99.215,24.1025,TAMPS,BRRTP,"El Barretal, Tamps.",10.02
-97.876111,22.238333,TAMPS,BTCHAIREL,"Boca Toma Chairel, Tamps. SGT*",23.9
-98.5975,26.238056,TAMPS,CDOTP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",78.76
-99.148611,26.430556,TAMPS,CMRTP,"Mier, Tamps.",68.53
-97.817778,25.966389,TAMPS,CONTP,"Control, Tamps.",90.13
-98.936389,23.937778,TAMPS,CORONA,"Corona, Tamps. SGT*",26.3
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",36.8
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",42.22
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",32.92
-99.078611,23.384444,TAMPS,ENNTP,"La Encantada, Tamps.",71.8
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",18.1
-99.154722,23.046667,TAMPS,GOMEZFARIAS,"GÛmez FarÌas, Tamps. SGT*",48.9
-98.405278,22.798611,TAMPS,GONZALEZTP,"Gonz·lez, Tamps. SGT*",9.2
-97.953333,23.166389,TAMPS,LAETP,"La Esperanza, Tamps.",53.1
-99.548333,26.816944,TAMPS,LASTORTILLASC,"Las Tortillas RÌo Salado, Tamps. CILA*",25.2
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",84.4
-99.120556,22.852778,TAMPS,LSRTP,"La Servilleta, Tamps.",29.01
-99.551111,24.566667,TAMPS,MAGTP,"Magueyes, Tamps.",30.11
-99.546944,24.570278,TAMPS,MAGUEYES,"Magueyes, Tamps. SGT*",13.4
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",97.84
-97.844167,22.283889,TAMPS,MDRTP,"Madero, Tamps.",41.7
-98.586389,25.1175,TAMPS,MENTP,"Mendez, Tamps.",27.5
-99.040833,26.374167,TAMPS,MGATP,"S-J-1-2 Miguel Alem·n, Tamps.",129.53
-98.916111,26.242222,TAMPS,MGOTP,"Marte Rodolfo GÛmez, Tamps.",84.41
-98.705556,22.795833,TAMPS,MGSTP,"MagiscatzÌn Dos, Tamps.",11.01
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",27.31
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo GÛmez, Tamps.",84.41
-99.53,27.44,TAMPS,NUEVOLAREDO,"Nuevo Laredo, Tamps. SGT*",15
-98.633889,22.494444,TAMPS,NVAAPOLONIA,"Nueva Apolonia, Tamps. SGT*",21.1
-99.490278,27.495556,TAMPS,NVLTP,"Nuevo Laredo, Tamps.",11.4
-98.901944,24.041389,TAMPS,PADILLA,"Padilla, Tamps. SGT*",32.4
-98.9,24.05,TAMPS,PADTP,"Padilla, Tamps.",33.12
-97.8,25.8,TAMPS,PANTP,"Pueblo An·huac, Tamps.",121.97
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",27.8
-98.867778,24.115,TAMPS,PILON,"PilÛn, Tamps. SGT*",32
-99.019167,24.208056,TAMPS,PILTP,"PilÛn, Tamps.",32.3
-99.555833,24.2475,TAMPS,PJMTP,"Pedro JosÈ MÈndez, Tamps.",39.62
-99.554444,24.236667,TAMPS,PPJMENDEZ,"Presa Pedro JosÈ MÈndez, Tamps. SGT*",1.89
-99.5975,24.184167,TAMPS,PTODEVALLES,"Puerto de Valles, Tamps. SGT*",32.9
-98.666667,23.961389,TAMPS,PVGUERRERO,"Presa Vicente Guerrero, Tamps. SGT*",76.9
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",32
-99.026111,22.843056,TAMPS,RFRTP,"RÌo FrÌo, Tamps.",32.91
-98,25.966667,TAMPS,RIBTP,"RÌo Bravo, Tamps.",68.66
-97.991944,23.259444,TAMPS,RSPTP,"Rep˙blica EspaÒola, Tamps.",82.1
-98.285833,26.079722,TAMPS,RYATP,"S-J-3-42 Reynosa, Tamps.",109.12
-98.883333,26.166667,TAMPS,RYNTP,"S-J-2-9 Reynosa, Tamps.",109.12
-99.093056,23.031389,TAMPS,SBNTP,"Sabinas, Tamps.",17.01
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",77.8
-98.787222,23.083611,TAMPS,SGBTP,"San Gabriel, Tamps.",75.6
-98.208889,23.762222,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",102.9
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",16.1
-98.574722,25.135556,TAMPS,SNLORENZO,"San Lorenzo, Tamps. SGT*",2.5
-99.274167,24.0225,TAMPS,STETP,"Santa Engracia, Tamps.",43
-97.876111,22.238333,TAMPS,TMPTP,"Tampico, Tamps.",37.2
-98.422778,22.423889,TAMPS,TMSTP,"TamesÌ, Tamps.",19.9
-97.804167,25.906111,TAMPS,VCATP,"Villa C·rdenas, Tamps.",108.64
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",75.2
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",132.07
-99.551111,24.566667,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",39.61
-98.131111,19.428611,TLAX,APITL,"Apizaco, Tlax.",23
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",4.7
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",0.8
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",37.04
-97.911111,19.315833,TLAX,HMTTL,"Huamantla, Tlax.",0
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",5.62
-98.200556,19.556111,TLAX,SJATL,"San JosÈ Atlanga, Tlax.",12
-98.233333,19.316667,TLAX,TLAXCALAob,"Observatorio de Tlaxcala, Tlax. SMN*",4.4
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",10.6
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",34.01
-96.843889,19.695833,VER,ACAVC,"Acatl·n, Ver.",14.53
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",35.31
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",239.02
-97.68,20.93,VER,ALAVC,"¡lamo Temapache, Ver.",87.01
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",114.31
-96.736111,19.621667,VER,ALUVC,"Alto Lucero, Ver.",37.15
-95.4375,18.583333,VER,ARCVC,"¡ngel Rosario Cabada, Ver.",303.76
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",44.01
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",84.04
-94.253889,17.954444,VER,CB2VC,"Planta de Bombeo 2 de La Cangrejera, Ver.",440
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",91.1
-96.994444,19.332778,VER,CDCVC,"Cosautl·n de Carvajal, Ver.",91.84
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",20.7
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",127.8
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",66.21
-97.545,21.068333,VER,CLHVC,"Chalahuite, Ver.",15.51
-94.406667,18.149722,VER,COATZACOALCOmar,"Coatzacoalcos, Ver. SEMAR*",0
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",86.56
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",299
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",44.73
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",63.31
-96.666389,19.361667,VER,CUMVC,"La Cumbre, Ver.",25.51
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",41.37
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",75
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",48.84
-96.9975,18.897778,VER,FORVC,"FortÌn, Ver.",58.4
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",102.02
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",204.2
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",21.02
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",76.4
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",56
-96.554167,19.404167,VER,IDOVC,"Õdolos, Ver.",49.2
-97.2175,21.471667,VER,ISLALOBOSmar,"Isla Lobos, Ver. SEMAR*",121.79
-94.666667,17.95,VER,JALVC,"Jaltip·n, Ver.",99.5
-95.033333,17.433333,VER,JCRVC,"Jes˙s Carranza, Ver.",38.5
-94.088889,17.873611,VER,JDCVC,"San JosÈ del Carmen, Ver.",376.5
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",13.85
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",108.3
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",428.02
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",126.7
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",4
-96.978333,20.051944,VER,LIBVC,"Libertad, Ver.",122.14
-96.411111,19.261389,VER,LOFVC,"Loma Fina, Ver.",57.02
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",4
-97.1,19.65,VER,LVRVC,"Las Vigas de RamÌrez, Ver.",19.6
-97.048333,20.0675,VER,MDTVC,"MartÌnez de la Torre, Ver.",108.6
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",34.56
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",181.5
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",177.33
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",134.72
-96.873611,19.650556,VER,NACVC,"Naolinco AC, Ver.",5.81
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",10.74
-98.5125,21.840278,VER,OLVVC,"El Olivo, Ver.",105.8
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",77.84
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",28.7
-96.918056,19.48,VER,PAVVC,"Pacho Viejo, Ver.",68.64
-94.3775,18.103611,VER,PB3VC,"Planta de Bombeo 3 de La Cangrejera, Ver.",408.02
-94.193611,17.872778,VER,PCNVC,"Planta de Bombeo 1 de La Cangrejera, Ver.",481.5
-97.814444,21.184444,VER,PEMVC,"El Moralillo, Ver.",40.5
-97.268333,19.545,VER,PEROTESMN,"Perote, Ver. SMN*",3.3
-96.979722,19.588611,VER,PILVC,"Piletas, Ver.",27.12
-98.176667,22.06,VER,PNCVC,"P·nuco, Ver.",19.06
-97.475,20.543333,VER,POZARICA,"Poza Rica, Ver. SGT*",62
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",65.11
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",68.01
-98.356667,21.297778,VER,PSNVC,"PlatÛn S·nchez, Ver.",70.4
-96.665,19.043333,VER,PTE4CAMINOS,"Puente Cuatro Caminos, Ver. SGT*",25
-96.704444,18.821944,VER,PTEAUTOPISTA,"Puente de la Autopista, Ver. SGT*",39.7
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",49.08
-95.627778,18.716667,VER,RALVC,"Radar Alvarado, Ver.",110.12
-96.713889,20.157778,VER,RAUVC,"El Raudal, Ver.",103.9
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",205.4
-96.921389,19.578611,VER,SEDVC,"SedeÒo, Ver.",12.85
-95.183333,18.45,VER,SIHVC,"Sihuap·n, Ver.",131
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",17.22
-96.130556,19.085833,VER,SJNVC,"San JosÈ Novillero, Ver.",82.5
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",305.03
-95.212778,18.450833,VER,STXVC,"San AndrÈs Tuxtla AC, Ver.",168.7
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",95.01
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",104.5
-96.966667,19.383333,VER,TCOVC,"Teocelo, Ver.",107
-97.125278,18.579722,VER,TLQVC,"Tlaquilpa, Ver.",77.04
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",157
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",89.02
-96.916667,19.811111,VER,TNCVC,"Tenochtitl·n, Ver.",152.3
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",261.23
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",39.97
-98.153056,21.039722,VER,TRRVC,"Terrerillos, Ver.",38
-97.4,20.955556,VER,TXPVC,"Observatorio de Tuxpan, Ver.",33.52
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",247.13
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",79.45
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",15.02
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",40.64
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",26.65
-96.901111,19.534722,VER,XDAVC,"Xalapa Dos de Abril, Ver.",26.63
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",27.16
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",53.13
-96.871667,19.511667,VER,XOLVC,Xalapa Olmos,28.25
-96.915556,19.565833,VER,XREVC,"Xalapa RevoluciÛn, Ver.",14.22
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",12.25
-96.777778,19.863889,VER,YECVC,"Yecuatla, Ver.",85
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",1
-89.681111,20.649444,YUC,ABAYC,"Abal·, Yuc.",114.5
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",98
-90.3825,20.858056,YUC,CELYC,"Celest˙n, Yuc. SMN*",41.2
-89.657222,20.983611,YUC,CHMR_MERIDA,"Centro HidrometeorolÛgico Regional MÈrida, Yuc. SMN*",72.38
-89.829444,20.752778,YUC,CHOYC,"Chochol·, Yuc.",146.1
-89.638056,21.03,YUC,CICYC,"Centro de InvestigaciÛn CientÌfica, Yuc.",55.6
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",61
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",79.7
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca PenÌnsula de Yucat·n, Yuc.",92.72
-89.681944,22.384167,YUC,ISLAPEREZmar,"Isla PÈrez, Yuc. SEMAR*",84.79
-89.651111,20.946389,YUC,MEOYC,"Observatorio de MÈrida, Yuc.",119.4
-89.4375,21.105556,YUC,MOCYC,"Mococh·, Yuc.",76.1
-89.291667,21.094167,YUC,MTOYC,"Motul, Yuc.",25.44
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",103.72
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",52.01
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",19.03
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",82.7
-88.160278,21.571111,YUC,RILYC,"RÌo Lagartos, Yuc. SMN*",56.18
-88.160556,21.571667,YUC,RLAYC,"RÌo Lagartos, Yuc.",65.72
-89.046944,20.030278,YUC,TANYC,"TantaquÌn, Yuc.",97.5
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",33.53
-88.1725,21.158611,YUC,TIZYC,"TizimÌn, Yuc.",42.42
-89.047222,20.030278,YUC,TNTYC,"TantaquÌn, Yuc. SMN*",71.05
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",66.83
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",5.5
-102.889167,22,ZAC,CHIZC,"El Chique, Zac.",0.9
-101.389444,24.621389,ZAC,CORZC,"ConcepciÛn del Oro, Zac.",0
-103.093611,23.693056,ZAC,ELCZC,"El Cazadero, Zac.",5.31
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",5.01
-103.339722,21.649444,ZAC,EXCZC,"Miguel Alem·n, Zac.",3.72
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",18.1
-103.093333,21.933333,ZAC,GJAZC,"General JoaquÌn Amaro, Zac.",4
-102.506667,22.745556,ZAC,GPEZC,"Guadalupe, Zac.",4.9
-102.46,22.4875,ZAC,GRCZC,"Genaro Codina, Zac.",20.71
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",0.1
-103.113889,21.404167,ZAC,JCHZC,"Juchipila, Zac.",0
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",6.2
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",3
-103.603056,22.687222,ZAC,LFLZC,"La Florida, Zac.",0
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",24.52
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",1.2
-103.383333,22.836667,ZAC,LOBZC,"Manuel Felgueres, Zac.",0
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",6.7
-103.207222,23.179444,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",9.01
-103.443056,24.2875,ZAC,MGAZC,"Miguel Auza, Zac.",0.01
-103.362222,21.212778,ZAC,MORZC,"Mezquital del Oro, Zac.",5
-103.561667,22.306944,ZAC,MRSZC,"Monte Escobedo, Zac.",3.11
-102.845556,21.3575,ZAC,NCTZC,"Nochistl·n, Zac.",2.4
-102.615,24.983056,ZAC,NTAZC,"Nuevo Tampico, Zac.",0.2
-102.269444,22.577778,ZAC,OCAZC,"Ojo Caliente, Zac.",10.6
-102.796667,22.347222,ZAC,PALZC,"Palomas, Zac.",0
-101.399167,22.117778,ZAC,PINZC,"Pino Su·rez, Zac.",22.6
-102.897222,21.723056,ZAC,PMOZC,"Los MoraleÒos, Zac.",5
-103.025833,23.816944,ZAC,RGRZC,"RÌo Grande, Zac.",0.01
-102.8825,24.326111,ZAC,SFOZC,"San Francisco, Zac.",2.3
-103.488889,24.289167,ZAC,SGOZC,"Santiago, Zac.",0.6
-103.636389,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",8.2
-103.493333,22.333056,ZAC,STEZC,"Independencia Nacional, Zac.",0.01
-103.112778,22.925833,ZAC,STRZC,"Santa Rosa, Zac.",5.21
-102.859167,22.120833,ZAC,TAYZC,"Ing. Juli·n Adame Alatorre, Zac.",2.42
-103.88,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",0
-103.461944,21.468611,ZAC,TGOZC,"Te˙l de Gonz·lez Ortega, Zac.",4
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",7.61
-103.337778,21.604722,ZAC,VILZC,"JosÈ MarÌa Morelos, Zac.",10.1
-102.585556,22.765,ZAC,ZACZC,"Zacatecas, Zac.",4
