LON,LAT,EDO,CLAVE,ESTACION,oct-22
-102.309722,21.895,AGS,AGSAG,"Aguascalientes, Ags.",49.42
-102.585833,22.177222,AGS,ALMAG,"Alamitos, Ags.",60.5
-102.184167,21.738611,AGS,BRTAG,"San Bartolo, Ags.",72.8
-102.712222,21.849167,AGS,CALVILLO,"Calvillo, Ags. SMN*",18.5
-102.676944,21.9975,AGS,CDRAG,"La Codorniz, Ags.",59.5
-102.189167,21.826667,AGS,CLVAG,"Calvillo, Ags.",44.81
-101.992222,21.897778,AGS,CNSAG,"Los Conos, Ags.",76.31
-102.296667,22.362778,AGS,CSOAG,"CosÌo, Ags.",60.81
-102.356944,22.121667,AGS,JCQAG,"Jocoque, Ags.",23.31
-102.788333,21.8075,AGS,MNLAG,"Media Luna, Ags.",40.73
-102.371667,21.78,AGS,NGRAG,"El Ni·gara, Ags.",62.84
-102.290556,21.850833,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",77.22
-102.465,22.189167,AGS,P50ANIV,"Presa Cincuenta Aniversario, Ags. SMN*",55.4
-102.279167,22.147222,AGS,PBLAG,"PabellÛn, Ags.",19.2
-102.417222,22.141111,AGS,PECAG,"Plutarco ElÌas Calles, Ags.",19.02
-102.135,22.202778,AGS,PTOAG,"Puerto de la ConcepciÛn, Ags.",36.55
-102.4375,22.235,AGS,PTRAG,"Derivadora PabellÛn, Ags.",57.32
-102.108889,21.885,AGS,SNVAG,"Sandovales, Ags.",51
-102.127778,21.807778,AGS,TNJAG,"La Tinaja 2, Ags.",50
-102.0675,22.097778,AGS,VJZAG,"Villa Ju·rez, Ags.",85.91
-116.204167,32.271944,BC,AGHBN,"Agua Hechicera, B.C.",3.4
-114.730278,32.704722,BC,ALGODONESob,"Observatorio de Algodones, B.C. SMN*",0.2
-116.908333,32.444722,BC,ALRBN,"Abelardo L. RodrÌguez, B.C.",3.62
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",5.7
-116.828333,32.468056,BC,EFLBN,"El Florido, B.C.",6.3
-116.6025,31.890278,BC,ELZBN,"Emilio LÛpez Zamora, B.C.",4.11
-115.931389,30.517222,BC,ENBBN,"San QuintÌn, B.C.",0
-115.15,32.411111,BC,ENLBN,"Observatorio de Ejido Nuevo LeÛn, B.C.",4.6
-115.191944,32.412778,BC,ENVOLEONob,"Observatorio de Ejido Nuevo LeÛn, B.C. SMN*",4.4
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",0
-114.728056,32.705,BC,JMRBN,"InterconexiÛn JosÈ MarÌa Morelos y PavÛn, B.C.",10.6
-115.27,32.39,BC,MXCBN,"Mexicali, B.C.",23.21
-116.908333,32.4475,BC,PABELARLRDGZ2,"Abelardo L. RodrÌguez. 2, B.C. SMN*",2.2
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",10.6
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",3.2
-116.603333,31.891667,BC,PLOPEZZAMORA,"Presa Emilio LÛpez Zamora, B.C. SMN*",6.2
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",0
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",0.01
-114.834444,31.028056,BC,SFELIPEob,"Observatorio de San Felipe, B.C. SMN*",1.6
-114.85,31.033333,BC,SFLBN,"Observatorio de San Felipe, B.C.",2.1
-115.9375,30.531111,BC,SQNBN,"San QuintÌn, B.C. SMN*",0
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",2.8
-113.457222,27.6425,BCS,DIAZORDAZBN,"Gustavo DÌçaz Ordaz, B.C.S. SMN*",3
-113.457778,27.643611,BCS,DORBS,"DÌaz Ordaz, B.C.S.",5.56
-114.051944,27.963056,BCS,GNGBS,"Guerrero Negro, B.C.S.",2.01
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",0
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",0.01
-111.983056,26.896111,BCS,MLGBS,"MulegÈ, B.C.S.",2
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",0
-110.059167,23.805,BCS,SANBS,"San Antonio, B.C.S.",13
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",2
-109.708333,23.118889,BCS,SJCBS,"San JosÈ del Cabo, B.C.S.",0
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",1
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",3.21
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa RosalÌa, B.C.S.",0.25
-112.25,27.283333,BCS,STAROSALIAob,"Observatorio de Santa RosalÌa, B.C.S. SMN*",0
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",0.02
-89.743889,20.003889,CAMP,BOLCA,"BolonchÈn, Camp.",69
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",76.2
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",371.71
-91.765278,18.658056,CAMP,CDCCA,"Ciudad del Carmen, Camp. SMN*",309.79
-90.72,19.361667,CAMP,CHMCA,"ChampotÛn, Camp.",66.02
-90.544167,19.838333,CAMP,CMPCA,"Campeche, Camp.",66.01
-91.046111,18.183056,CAMP,CNDCA,"Candelaria, Camp.",182.41
-90.507222,19.838611,CAMP,COBCA,"Observatorio de Campeche, Camp.",70.5
-90.741111,18.604444,CAMP,ESCCA,"Esc·rcega, Camp.",152.71
-90.105556,20.184167,CAMP,HECCA,"Hecelchak·n, Camp.",140
-89.848333,19.751944,CAMP,HPOCA,"HopelchÈn, Camp.",76.5
-90.820833,18.056944,CAMP,MONCLOVACAMP,"Monclova, Camp. SMN*",124.98
-90.221389,19.605833,CAMP,NYXCA,"Noh-YaxchÈ, Camp.",53.1
-92.086944,18.253056,CAMP,PLZCA,"Palizada, Camp.",389
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",154
-89.860278,19.664444,CAMP,XCPCA,"Xcupil, Camp.",130.5
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",137
-90.310833,19.013611,CAMP,YOHALTUM,"Yohalt˙n, Camp. SMN*",65.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham Gonz·lez, Chih.",40
-107.255556,28.771667,CHIH,BACCH,"BachÌniva, Chih.",89.5
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del RÌo, Chih. SGT*",64
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",60.92
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",58.5
-108.52,28.147222,CHIH,C08182,"Moris, Chih.",8
-108.092778,29.251944,CHIH,C08219,"PeÒitas, Chih.",28.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",12.5
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",56.55
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",97.73
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad CuauhtÈmoc, Chih. SMN*",66.79
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",50.52
-108.535556,27.392222,CHIH,CHICH,"ChÌnipas, Chih. SMN*",24.63
-106.770556,26.229444,CHIH,CHNCH,"Chinat˙, Chih. SMN*",21.46
-106.167778,28.570556,CHIH,CHUCH,"Chihuahua, Chih.",17.51
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Ju·rez, Chih.",51.8
-105.381667,27.410278,CHIH,CL2CH,"Colina hidromÈtrica, Chih.",22
-105.382222,27.576389,CHIH,CLNCH,"Ing. Andrew Weiss, Chih.",10
-108.541667,27.416667,CHIH,CNDCH,"ChÌnipas, Chih.",8.72
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",26.6
-106.119444,28.614722,CHIH,ERECH,"El RejÛn, Chih.",17.21
-105.628889,28.166111,CHIH,FIMCH,"Las VÌrgenes, Chih.",59.01
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",24.38
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",15.93
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",21
-107.879167,26.870833,CHIH,INGCH,"San Ignacio, Chih.",21
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",24
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",24.02
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",97
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",38.51
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",52.8
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",24.51
-105.254167,26.546389,CHIH,PAGCH,"Pico del ¡guila, Chih.",39.11
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",16.5
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",32.83
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",47.85
-107.973333,26.9425,CHIH,TBRSI,"San Francisco, Chih.",44.6
-107.85,28.95,CHIH,TMCCH,"Observatorio de TemÛsachic, Chih.",21.42
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",14.7
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",45.03
-105.773333,27.99,CHIH,VILLALBA,"Villalba, Chih. SGT*",46
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",26
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",54.1
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",199.8
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario DomÌnguez, Chis.",42
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",66.8
-92.874722,17.188889,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",271.9
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza-Pac, Chis. CFE*",255.5
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",62.4
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",55
-93.15,16.641944,CHIS,BOQCP,"BoquerÛn, Chis.",128.3
-92.716667,15.35,CHIS,CACCP,"Cacaluta, Chis.",345
-92.4875,16.308333,CHIS,CASCAJAL,"Cascajal, Chis. SGT*",74
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",84.8
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",34
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",53.8
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",359.6
-92.618611,16.963333,CHIS,CHALCHIHUITAN,"Chalchihuit·n, Chis. SGT*",250.8
-93.131389,17.341389,CHIS,CHAPULTENANGO,"Chapultenango SGT, Chis.",836.8
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",59.2
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",112
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",101
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",108.02
-93.466944,16.441389,CHIS,COBREGONCFE,"CristÛbal ObregÛn, Chis. CFE*",57.2
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comit·n, Chis. SMN*",55.39
-92.1,16.2,CHIS,COOCP,"Observatorio de Comit·n, Chis.",61
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. SMN*",57.43
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",117.7
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",35.1
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidromÈtrica, Chis. SGT*",102
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",285.8
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",53.6
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",52.8
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",78
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",75.7
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",130.5
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",193.94
-92.829444,17.373056,CHIS,ESCALONCP,"El EscalÛn, Chis. SGT*",555.4
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",477.6
-92.67,15.33,CHIS,ESCUINTLA,"Escuintla, Chis. SMN*",239.75
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",362.6
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",559.9
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",462.6
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",63.3
-92.402778,14.997222,CHIS,HUECP,"Huehuet·n, Chis.",134.2
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",450.6
-92.454167,16.712778,CHIS,HUIXTAN,"Huixt·n, Chis. SGT*",114.8
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",189.3
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",77.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",108.23
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",443.7
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",129.8
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",94.1
-93.563333,16.6925,CHIS,LASFLORESII,"Las Flores Dos, Chis. SGT*",93.8
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",85
-93.598889,17.178611,CHIS,MALCP,"NezahualcÛyotl, Chis.",261.9
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",242.33
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",242.1
-93.105833,16.741944,CHIS,MODULO5,"MÛdulo Cinco, Chis. SGT*",69.5
-92.673889,17.185556,CHIS,MOJOSTIC,"Mojostic, Chis. SGT*",53.7
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",92.5
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",33.9
-93.091389,16.7225,CHIS,MUCH,"Museo de Chiapas de Ciencia y TecnologÌa, Chis. SGT*",81.2
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",59
-93.369167,17.455,CHIS,NVOXOCHIMILCO,"Nuevo Xochimilco, Chis. SGT*",489.1
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",436.2
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",110.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",68
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",65.5
-93.458611,17.446111,CHIS,PENCP,"¡ngel Albino Corzo, Chis.",533.5
-93.474444,17.463611,CHIS,PENITAS,"PeÒitas, Chis. SGT*",543.6
-93.457778,17.445,CHIS,PENITASCFE,"PeÒitas, Chis. CFE*",530.51
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",53.8
-92.794167,15.714444,CHIS,PRUSIA,"Prusia, Chis. SGT*",342
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",95.2
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",40.2
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",55.8
-93.551667,17.353889,CHIS,RCALZADACFE,"RÛmulo Calzada, Chis. CFE*",373.1
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",87.8
-93.356111,17.883056,CHIS,REFORMA,"Reforma, Chis. SGT*",273
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",613.49
-93.079167,16.158333,CHIS,REVCP,"RevoluciÛn Mexicana, Chis.",49.5
-93.102778,17.4975,CHIS,RIOJANEIRO,"RÌo de Janeiro SGT, Chis.",702.4
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",520.8
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",63.7
-92.239167,15.776667,CHIS,SANMIGUELCFE,"San Miguel, Chis. CFE*",148
-93.741111,16.699722,CHIS,SANTALUCIAHM,"Santa LucÌa, Chis. SGT*",78.2
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",493.9
-92.603056,16.727222,CHIS,SCCASASCFE,"San CristÛbal de las Casas, Chis. CFE*",39.7
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San CristÛbal, Chis.",42.6
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",47.7
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",57.7
-93.1,16.786111,CHIS,SECTEC103,"Secundaria TÈcnica 103, Chis. SGT*",85.3
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria TÈcnica 59, Chis. SGT*",62.9
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",105.3
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",193.8
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",184.8
-93.085,17.561111,CHIS,SJOCP,"San JoaquÌn, Chis.",697.8
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",165.2
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",62.8
-92.820833,16.938889,CHIS,SNACP,"Santa MarÌa, Chis.",160.7
-92.633333,16.733333,CHIS,SNCRISTOBALob,"Observatorio de San CristÛbal, Chis. SMN*",33.4
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",210.1
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",155.9
-93.034167,16.742778,CHIS,SUMIDEROCFE,"CaÒÛn del Sumidero, Chis. CFE*",86.1
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",695.1
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",300.6
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",294.59
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",55
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",63.7
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",73.3
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",97.4
-93.147222,16.762778,CHIS,TUXTLAGTZob,"Observatorio de Tuxtla GutiÈrrez, Chis. SMN*",64
-93.086667,16.755278,CHIS,TXCCP,"Tuxtla GutiÈrrez CFE, Chis.",60.1
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla GutiÈrrez, Chis.",90.4
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",267.3
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",55.3
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",193.98
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",64.1
-93.330556,17.116667,CHIS,YAMCP,"YamonhÛ, Chis.",176
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",145.6
-92.799722,17.270833,CHIS,ZACATONAL,"Zacatonal de Ju·rez, Chis. SGT*",0.1
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",66.9
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",5.51
-102.064444,26.983333,COAH,CCGCL,"Cuatro CiÈnegas, Coah.",11.71
-100.950278,29.327778,COAH,CDACL,"Ciudad AcuÒa, Coah.",80.01
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",31.51
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",70
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",9.55
-100.920833,25.436111,COAH,ESLCL,"SecretarÌa de Agricultura Saltillo, Coah.",39.01
-103.262778,25.773889,COAH,FIMCL,"Francisco I. Madero, Coah.",26.3
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas. Ciudad AcuÒa, Coah. CILA*",61.2
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",57.3
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",7.53
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",19.7
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos M˙zquiz, Coah. SMN*",38.38
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",70.9
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",30.02
-100.556944,28.667778,COAH,RIOESCONDIDOC,"RÌo Escondido Villa De Fuentes, Coah. CILA*",37.25
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",61.1
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",63.2
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego JimÈnez, Coah. CILA*",51.25
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",2
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",2
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",6.62
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",39.61
-103.45,25.541667,COAH,TORCL,"Observatorio de TorreÛn, Coah.",14.91
-100.95,27.519444,COAH,VCARRANZA,"Venustiano Carranza, Coah. SMN*",47.8
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",60
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",92.5
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",147.72
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",150
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",90.34
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",169.81
-103.804167,19.2125,COL,CQMCM,"Coquimatl·n, Col.",121.5
-103.6,19.325,COL,CUACM,"CuauhtÈmoc, Col.",97.2
-103.884444,19.111389,COL,DJLCM,"Presa derivadora Jala, Col.",150.06
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",21.08
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",80.52
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",210.32
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",89.71
-104.297778,19.069167,COL,MANZANILLOmar,"Manzanillo, Col. SEMAR*",305.2
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",81.98
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",275.9
-103.8125,19.3275,COL,PNTCM,"PeÒitas, Col.",203.6
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",276.11
-103.700833,19.408333,COL,SCHCM,"Suchitl·n, Col.",122.5
-103.867778,18.911667,COL,TCMCM,"Tecom·n, Col.",179.04
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",89.51
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de MÈx.",91.44
-99.188889,19.214722,DF,AJUSCO,"Ajusco, Cd. de MÈx. UNAM*",79.3
-99.08,19.465833,DF,ARAGON,"Conagua AragÛn, Cd. de MÈx. UNAM*",75.17
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de MÈx. UNAM*",55.19
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de MÈx. UNAM*",64.85
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",92.44
-99.059722,19.383889,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de MÈx. UNAM*",67.42
-99.140833,19.483333,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de MÈx. UNAM*",43.62
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de MÈx.",4.83
-98.999444,19.357222,DF,CDMDF,"C·rcel de Mujeres, Cd. de MÈx.",100.06
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de MÈx.",64.25
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de MÈx.",56.81
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de MÈx.",57.4
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de MÈx.",35.81
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de MÈx.",90.42
-99.134722,19.287778,DF,COAPA,"Coapa, Cd. de MÈx. UNAM*",68.97
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de MÈx SGT*",0
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de MÈx.",58.04
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de MÈx.",93.98
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de MÈx. UNAM*",87.78
-99.097222,19.193611,DF,CUAUHTENCO,"Cuauhtenco, Cd. de MÈx. UNAM*",71.26
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de MÈx. UNAM*",69.68
-99.104722,19.282778,DF,CUEMANCO,"Cuemanco, Cd. de MÈx. UNAM*",62.71
-99.105,19.323333,DF,CULHUACAN,"Culhuac·n, Cd. de MÈx. UNAM*",115.57
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de MÈx.",44.18
-99.205,19.3,DF,DATDF,"DesviaciÛn Alta, Cd. de MÈx.",20
-99.310556,19.313056,DF,DDELOSLEONES,"Desierto de los Leones, Cd. de MÈx. SACMEX*",118.6
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx.",77.47
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",118.35
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",122.43
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",95.25
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de MÈx.",50.7
-99.181944,19.329722,DF,IIUNAM,"Instituto de IngenierÌa, Cd. de MÈx. UNAM*",42.86
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de MÈx. UNAM*",38.04
-99.07,19.349722,DF,IZTAPALAPA,"Iztapalapa, Cd. de MÈx. UNAM*",84.95
